t,electricity-per-capita-electricity-consumption-monthly,electricity-power-consumption-monthly,petroleum-petrol-sales-monthly,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly
1998-01-01 00:00:00,19.0,360.0,16960.0,464.0,71.4
1998-02-01 00:00:00,20.0,369.0,14920.0,423.0,71.4
1998-03-01 00:00:00,19.0,357.0,17000.0,477.0,71.4
1998-04-01 00:00:00,19.0,364.0,18007.0,445.0,71.4
1998-05-01 00:00:00,20.0,379.0,17223.0,481.0,71.4
1998-06-01 00:00:00,21.0,388.0,17118.0,2290.0,71.4
1998-07-01 00:00:00,19.0,363.0,17002.0,481.0,71.4
1998-08-01 00:00:00,21.0,386.0,16891.0,488.0,71.4
1998-09-01 00:00:00,21.0,389.0,17135.0,486.0,71.4
1998-10-01 00:00:00,21.0,391.0,17589.0,496.0,71.4
1998-11-01 00:00:00,22.0,412.0,16264.0,479.0,71.4
1998-12-01 00:00:00,19.0,364.0,18215.0,487.0,71.4
1999-01-01 00:00:00,20.0,385.0,16796.0,487.0,71.4
1999-02-01 00:00:00,20.0,390.0,16116.0,457.0,71.4
1999-03-01 00:00:00,20.0,375.0,18158.0,520.0,71.4
1999-04-01 00:00:00,20.0,388.0,18411.0,471.0,71.4
1999-05-01 00:00:00,21.0,397.0,17878.0,517.0,71.4
1999-06-01 00:00:00,21.0,403.0,17480.0,508.0,71.4
1999-07-01 00:00:00,21.0,397.0,18816.0,534.0,71.4
1999-08-01 00:00:00,22.0,413.0,17783.0,536.0,71.4
1999-09-01 00:00:00,22.0,423.0,17933.0,532.0,71.4
1999-10-01 00:00:00,21.0,405.0,17433.0,541.0,71.4
1999-11-01 00:00:00,22.0,421.0,17592.0,536.0,71.4
1999-12-01 00:00:00,22.0,412.0,18678.0,544.0,71.4
2000-01-01 00:00:00,22.0,423.0,17781.0,553.0,71.4
2000-02-01 00:00:00,21.0,406.0,17476.0,540.0,71.4
2000-03-01 00:00:00,22.0,424.0,19133.0,596.0,71.4
2000-04-01 00:00:00,22.0,429.0,19458.0,535.0,71.4
2000-05-01 00:00:00,23.0,433.0,18987.0,585.0,71.4
2000-06-01 00:00:00,22.0,421.0,18753.0,547.0,71.4
2000-07-01 00:00:00,22.0,427.0,18478.0,571.0,71.4
2000-08-01 00:00:00,24.0,450.0,18749.0,568.0,71.4
2000-09-01 00:00:00,24.0,451.0,19008.0,562.0,71.4
2000-10-01 00:00:00,23.0,443.0,18485.0,580.0,71.4
2000-11-01 00:00:00,25.0,474.0,18236.0,585.0,71.4
2000-12-01 00:00:00,25.0,477.0,19828.0,592.0,71.4
2001-01-01 00:00:00,25.0,463.0,20411.0,597.0,71.4
2001-02-01 00:00:00,24.0,443.0,18511.0,524.0,71.4
2001-03-01 00:00:00,23.0,429.0,21676.0,602.0,71.4
2001-04-01 00:00:00,23.0,439.0,21032.0,546.0,71.4
2001-05-01 00:00:00,24.0,445.0,21486.0,599.0,71.4
2001-06-01 00:00:00,24.0,457.0,21317.0,583.0,71.4
2001-07-01 00:00:00,23.0,425.0,20866.0,532.0,71.4
2001-08-01 00:00:00,23.0,430.0,21374.0,536.0,71.4
2001-09-01 00:00:00,22.0,406.0,20099.0,454.0,71.4
2001-10-01 00:00:00,21.0,393.0,21367.0,517.0,71.4
2001-11-01 00:00:00,25.0,469.0,20557.0,571.0,71.4
2001-12-01 00:00:00,24.0,459.0,20810.0,565.0,71.4
2002-01-01 00:00:00,24.0,450.0,22873.0,552.0,71.4
2002-02-01 00:00:00,22.0,424.0,20834.0,483.0,71.4
2002-03-01 00:00:00,20.0,373.0,23988.0,524.0,71.4
2002-04-01 00:00:00,21.0,394.0,24675.0,513.0,71.4
2002-05-01 00:00:00,24.0,455.0,23567.0,618.0,71.4
2002-06-01 00:00:00,25.0,468.0,23064.0,601.0,71.4
2002-07-01 00:00:00,25.0,477.0,24333.0,616.0,71.4
2002-08-01 00:00:00,26.0,497.0,24922.0,616.0,71.4
2002-09-01 00:00:00,26.0,494.0,23798.0,607.0,71.4
2002-10-01 00:00:00,26.0,485.0,24596.0,609.0,71.4
2002-11-01 00:00:00,26.0,494.0,24167.0,576.0,71.4
2002-12-01 00:00:00,26.0,493.0,25285.0,612.0,71.4
2003-01-01 00:00:00,26.0,492.0,26397.0,616.0,71.4
2003-02-01 00:00:00,26.0,507.0,23202.0,577.0,71.4
2003-03-01 00:00:00,26.0,495.0,21897.0,645.0,71.4
2003-04-01 00:00:00,27.0,511.0,27640.0,601.0,71.4
2003-05-01 00:00:00,26.0,498.0,27697.0,637.0,71.4
2003-06-01 00:00:00,28.0,528.0,38282.0,627.0,71.4
2003-07-01 00:00:00,26.0,506.0,44605.0,655.0,71.4
2003-08-01 00:00:00,27.0,527.0,34393.0,651.0,71.4
2003-09-01 00:00:00,28.0,534.0,34867.0,640.0,71.4
2003-10-01 00:00:00,28.0,531.0,36795.0,660.0,71.4
2003-11-01 00:00:00,28.0,535.0,34596.0,638.0,71.4
2003-12-01 00:00:00,28.0,542.0,32483.0,668.0,71.4
2004-01-01 00:00:00,29.0,561.0,33282.0,675.0,71.4
2004-02-01 00:00:00,28.0,542.0,29274.0,643.0,71.4
2004-03-01 00:00:00,27.0,531.0,43164.0,706.0,71.4
2004-04-01 00:00:00,28.0,536.0,33310.0,642.0,71.4
2004-05-01 00:00:00,28.0,538.0,33479.0,693.0,71.4
2004-06-01 00:00:00,29.0,554.0,33932.0,682.0,71.4
2004-07-01 00:00:00,29.0,565.0,35555.0,695.0,71.4
2004-08-01 00:00:00,29.0,572.0,33739.0,702.0,71.4
2004-09-01 00:00:00,30.0,576.0,40039.0,668.0,71.4
2004-10-01 00:00:00,29.0,560.0,32840.0,692.0,71.4
2004-11-01 00:00:00,30.0,574.0,32863.0,674.0,71.4
2004-12-01 00:00:00,30.0,578.0,35768.0,685.0,71.4
2005-01-01 00:00:00,29.0,561.0,33915.0,693.0,71.4
2005-02-01 00:00:00,30.0,582.0,32714.0,643.0,71.4
2005-03-01 00:00:00,29.0,576.0,39103.0,744.0,71.4
2005-04-01 00:00:00,30.0,587.0,38817.0,680.0,71.4
2005-05-01 00:00:00,31.0,610.0,38363.0,746.0,71.4
2005-06-01 00:00:00,30.0,596.0,55111.0,732.0,71.4
2005-07-01 00:00:00,31.0,602.0,36526.0,745.0,71.4
2005-08-01 00:00:00,32.0,631.0,38394.0,768.0,71.4
2005-09-01 00:00:00,32.0,633.0,37006.0,748.0,71.4
2005-10-01 00:00:00,32.0,620.0,37201.0,765.0,71.4
2005-11-01 00:00:00,32.0,630.0,34770.0,717.0,71.4
2005-12-01 00:00:00,31.0,616.0,39803.0,771.0,71.4
2006-01-01 00:00:00,32.0,629.0,38237.0,768.0,71.4
2006-02-01 00:00:00,32.0,632.0,36198.0,716.0,71.4
2006-03-01 00:00:00,32.0,638.0,41334.0,809.0,71.4
2006-04-01 00:00:00,32.0,645.0,41342.0,757.0,71.4
2006-05-01 00:00:00,34.0,668.0,41489.0,814.0,71.4
2006-06-01 00:00:00,34.0,669.0,38485.0,788.0,71.4
2006-07-01 00:00:00,33.0,645.0,42602.0,805.0,73.1
2006-08-01 00:00:00,34.0,676.0,39986.0,799.0,73.1
2006-09-01 00:00:00,34.0,666.0,37193.0,781.0,73.1
2006-10-01 00:00:00,33.0,659.0,39229.0,786.0,73.1
2006-11-01 00:00:00,32.0,644.0,38708.0,768.0,73.1
2006-12-01 00:00:00,33.0,654.0,40245.0,797.0,73.1
2007-01-01 00:00:00,33.0,660.0,43392.0,799.0,74.8
2007-02-01 00:00:00,33.0,661.0,38805.0,734.0,74.8
2007-03-01 00:00:00,33.0,655.0,46020.0,849.0,74.8
2007-04-01 00:00:00,33.0,665.0,42412.0,757.0,74.8
2007-05-01 00:00:00,35.0,695.0,44322.0,843.0,74.8
2007-06-01 00:00:00,35.0,700.0,43365.0,812.0,74.8
2007-07-01 00:00:00,35.0,693.0,43699.0,848.0,76.5
2007-08-01 00:00:00,36.0,716.0,43838.0,850.0,76.5
2007-09-01 00:00:00,35.0,710.0,41462.0,817.0,76.5
2007-10-01 00:00:00,36.0,721.0,43864.0,850.0,76.5
2007-11-01 00:00:00,35.0,702.0,42370.0,820.0,76.5
2007-12-01 00:00:00,35.0,699.0,43876.0,837.0,76.5
2008-01-01 00:00:00,35.0,711.0,43810.0,844.0,78.2
2008-02-01 00:00:00,35.0,712.0,40581.0,796.0,78.2
2008-03-01 00:00:00,35.0,700.0,44653.0,850.0,78.2
2008-04-01 00:00:00,36.0,728.0,46820.0,793.0,78.2
2008-05-01 00:00:00,35.0,713.0,47078.0,865.0,78.2
2008-06-01 00:00:00,35.0,712.0,39542.0,817.0,78.2
2008-07-01 00:00:00,34.0,693.0,42537.0,838.0,82.6
2008-08-01 00:00:00,34.0,692.0,41631.0,834.0,82.6
2008-09-01 00:00:00,35.0,712.0,42218.0,828.0,82.6
2008-10-01 00:00:00,35.0,704.0,43179.0,824.0,82.6
2008-11-01 00:00:00,35.0,700.0,40820.0,794.0,82.6
2008-12-01 00:00:00,33.0,675.0,46076.0,812.0,82.6
2009-01-01 00:00:00,33.0,677.0,46405.0,806.0,87.2
2009-02-01 00:00:00,33.0,673.0,40099.0,731.0,87.2
2009-03-01 00:00:00,32.0,661.0,45087.0,826.0,87.2
2009-04-01 00:00:00,33.0,671.0,47704.0,776.0,87.2
2009-05-01 00:00:00,35.0,712.0,45861.0,833.0,87.2
2009-06-01 00:00:00,35.0,712.0,46152.0,820.0,87.2
2009-07-01 00:00:00,34.0,694.0,46783.0,853.0,87.2
2009-08-01 00:00:00,35.0,726.0,45380.0,845.0,87.2
2009-09-01 00:00:00,36.0,727.0,45327.0,842.0,87.2
2009-10-01 00:00:00,35.0,709.0,50245.0,856.0,87.2
2009-11-01 00:00:00,36.0,745.0,42661.0,822.0,90.6
2009-12-01 00:00:00,35.0,722.0,46195.0,871.0,90.6
2010-01-01 00:00:00,35.0,725.0,48352.0,846.0,90.6
2010-02-01 00:00:00,36.0,736.0,45361.0,806.0,90.6
2010-03-01 00:00:00,36.0,735.0,54276.0,935.0,90.6
2010-04-01 00:00:00,37.0,765.0,51855.0,845.0,90.6
2010-05-01 00:00:00,38.0,780.0,50587.0,881.0,90.6
2010-06-01 00:00:00,37.0,769.0,51370.0,902.0,90.6
2010-07-01 00:00:00,37.0,764.0,52946.0,933.0,90.6
2010-08-01 00:00:00,39.0,808.0,50633.0,918.0,90.6
2010-09-01 00:00:00,39.0,804.0,51712.0,897.0,90.6
2010-10-01 00:00:00,38.0,780.0,52660.0,939.0,90.6
2010-11-01 00:00:00,39.0,809.0,51687.0,886.0,90.6
2010-12-01 00:00:00,38.0,792.0,55200.0,926.0,90.6
2011-01-01 00:00:00,37.0,778.0,53057.0,893.0,96.7
2011-02-01 00:00:00,38.0,783.0,48059.0,836.0,96.7
2011-03-01 00:00:00,38.0,789.0,56649.0,989.0,96.7
2011-04-01 00:00:00,39.0,804.0,56485.0,897.0,96.7
2011-05-01 00:00:00,40.0,842.0,58109.0,1002.0,96.7
2011-06-01 00:00:00,41.0,847.0,58785.0,963.0,96.7
2011-07-01 00:00:00,41.0,852.0,58657.0,1001.0,96.7
2011-08-01 00:00:00,42.0,877.0,58745.0,1014.0,96.7
2011-09-01 00:00:00,42.0,873.0,59809.0,986.0,96.7
2011-10-01 00:00:00,42.0,870.0,59605.0,990.0,96.7
2011-11-01 00:00:00,41.0,864.0,55677.0,958.0,96.7
2011-12-01 00:00:00,40.0,845.0,62362.0,998.0,96.7
2012-01-01 00:00:00,42.0,867.0,62383.0,981.0,100.0
2012-02-01 00:00:00,42.0,853.0,58022.0,926.0,100.0
2012-03-01 00:00:00,43.0,875.0,64876.0,1036.0,100.0
2012-04-01 00:00:00,42.0,855.0,61970.0,913.0,100.0
2012-05-01 00:00:00,43.0,881.0,64453.0,1038.0,100.0
2012-06-01 00:00:00,43.0,887.0,63545.0,982.0,100.0
2012-07-01 00:00:00,43.0,877.0,63205.0,1000.0,100.0
2012-08-01 00:00:00,44.0,897.0,63937.0,983.0,100.0
2012-09-01 00:00:00,42.0,866.0,60078.0,982.0,100.0
2012-10-01 00:00:00,43.0,882.0,65041.0,1012.0,100.0
2012-11-01 00:00:00,42.0,864.0,59765.0,965.0,100.0
2012-12-01 00:00:00,43.0,870.0,62394.0,983.0,100.0
2013-01-01 00:00:00,42.0,865.0,63258.0,984.0,103.4
2013-02-01 00:00:00,42.0,855.0,57205.0,909.0,103.4
2013-03-01 00:00:00,43.0,885.0,64555.0,1051.0,103.4
2013-04-01 00:00:00,45.0,916.0,67696.0,993.0,103.4
2013-05-01 00:00:00,44.0,905.0,71446.0,1018.0,104.9
2013-06-01 00:00:00,42.0,874.0,63973.0,963.0,104.9
2013-07-01 00:00:00,42.0,870.0,63283.0,1005.0,108.2
2013-08-01 00:00:00,43.0,889.0,66150.0,1013.0,108.2
2013-09-01 00:00:00,43.0,884.0,61174.0,966.0,106.6
2013-10-01 00:00:00,43.0,895.0,66164.0,1033.0,109.9
2013-11-01 00:00:00,44.0,898.0,64388.0,978.0,109.9
2013-12-01 00:00:00,43.0,885.0,64762.0,984.0,109.9
2014-01-01 00:00:00,43.0,884.0,66680.0,996.0,115.3
2014-02-01 00:00:00,41.0,861.0,59942.0,915.0,115.3
2014-03-01 00:00:00,43.0,898.0,68624.0,1063.0,115.3
2014-04-01 00:00:00,43.0,902.0,70105.0,983.0,115.3
2014-05-01 00:00:00,44.0,920.0,70814.0,1066.0,115.3
2014-06-01 00:00:00,45.0,943.0,67486.0,1040.0,115.3
2014-07-01 00:00:00,46.0,946.0,69904.0,1085.0,115.3
2014-08-01 00:00:00,46.0,960.0,68390.0,1058.0,115.3
2014-09-01 00:00:00,46.0,948.0,69094.0,1044.0,115.3
2014-10-01 00:00:00,45.0,941.0,70699.0,1059.0,115.3
2014-11-01 00:00:00,45.0,932.0,65608.0,1008.0,128.8
2014-12-01 00:00:00,45.0,929.0,66341.0,1038.0,128.8
2015-01-01 00:00:00,44.0,918.0,74664.0,1039.0,128.8
2015-02-01 00:00:00,44.0,917.0,71499.0,957.0,151.4
2015-03-01 00:00:00,45.0,945.0,78493.0,1118.0,151.4
2015-04-01 00:00:00,45.0,947.0,84234.0,1031.0,151.4
2015-05-01 00:00:00,47.0,982.0,82270.0,1129.0,151.4
2015-06-01 00:00:00,48.0,1006.0,84867.0,1103.0,160.4
2015-07-01 00:00:00,49.0,1026.0,83695.0,1159.0,160.4
2015-08-01 00:00:00,49.0,1029.0,84077.0,1143.0,160.4
2015-09-01 00:00:00,48.0,1012.0,84273.0,1099.0,160.4
2015-10-01 00:00:00,48.0,1010.0,87444.0,1125.0,160.4
2015-11-01 00:00:00,48.0,999.0,82509.0,1076.0,160.4
2015-12-01 00:00:00,47.0,995.0,90624.0,1112.0,160.4
2016-01-01 00:00:00,48.0,1026.0,89306.0,1144.0,160.4
2016-02-01 00:00:00,47.0,1005.0,88599.0,1082.0,160.4
2016-03-01 00:00:00,49.0,1042.0,96352.0,1214.0,161.5
2016-04-01 00:00:00,49.0,1049.0,99156.0,1144.0,160.8
2016-05-01 00:00:00,52.0,1095.0,93524.0,1168.0,160.8
2016-06-01 00:00:00,50.0,1060.85,95488.0,1176.0,160.8
2016-07-01 00:00:00,51.0,1072.0,96723.0,1211.0,160.8
2016-08-01 00:00:00,52.0,1112.0,98467.0,1243.0,160.8
2016-09-01 00:00:00,51.0,1091.0,96616.0,1197.0,160.8
2016-10-01 00:00:00,52.0,1098.0,97830.0,1219.0,160.8
2016-11-01 00:00:00,50.0,1060.0,93312.0,1151.0,160.8
2016-12-01 00:00:00,51.0,1075.0,102828.0,1198.0,160.8
2017-01-01 00:00:00,50.0,1082.0,96158.0,1163.0,160.8
2017-02-01 00:00:00,47.0,1015.0,91622.0,1075.0,160.8
2017-03-01 00:00:00,51.0,1097.0,103739.0,1263.0,160.8
2017-04-01 00:00:00,53.0,1127.0,108307.0,1197.0,160.8
2017-05-01 00:00:00,53.0,1143.0,104787.0,1261.0,160.8
2017-06-01 00:00:00,53.0,1133.0,104640.0,1237.0,160.8
2017-07-01 00:00:00,54.0,1161.0,110244.0,1292.0,160.8
2017-08-01 00:00:00,55.0,1189.0,104495.0,1307.0,160.8
2017-09-01 00:00:00,53.0,1131.0,105213.0,1216.0,160.8
2017-10-01 00:00:00,55.0,1175.0,104308.0,1265.0,160.8
2017-11-01 00:00:00,51.0,1097.0,105252.0,1184.0,160.8
2017-12-01 00:00:00,50.0,1081.0,110753.0,1211.0,160.8
2018-01-01 00:00:00,52.0,1131.0,108152.0,1241.0,161.0
2018-02-01 00:00:00,51.0,1105.0,101819.0,1152.0,161.0
2018-03-01 00:00:00,54.0,1172.0,114219.0,1328.0,161.0
2018-04-01 00:00:00,53.0,1141.0,113175.0,1202.0,161.0
2018-05-01 00:00:00,55.0,1186.0,111732.3,1296.0,161.0
2018-06-01 00:00:00,54.0,1163.0,110559.0,1268.0,161.0
2018-07-01 00:00:00,55.0,1192.0,111214.0,1312.0,161.0
2018-08-01 00:00:00,57.0,1226.0,114872.0,1334.0,161.0
2018-09-01 00:00:00,56.0,1221.0,108891.0,1293.0,161.0
2018-10-01 00:00:00,56.0,1216.0,113153.0,1303.0,161.0
2018-11-01 00:00:00,54.0,1174.0,104922.0,1246.0,161.0
2018-12-01 00:00:00,54.0,1173.0,116481.0,1268.0,161.0
2019-01-01 00:00:00,55.0,1191.0,117398.0,1305.0,162.2
2019-02-01 00:00:00,52.0,1132.0,106486.0,1218.0,162.2
2019-03-01 00:00:00,57.0,1243.0,119049.0,1382.0,162.2
2019-04-01 00:00:00,53.0,1147.0,116827.0,1229.0,162.2
2019-05-01 00:00:00,58.0,1267.0,108699.0,1423.0,162.2
2019-06-01 00:00:00,58.0,1265.0,113700.0,1354.0,162.2
2019-07-01 00:00:00,58.0,1275.0,120448.0,1387.0,170.2
2019-08-01 00:00:00,58.0,1268.0,119519.0,1355.0,170.2
2019-09-01 00:00:00,56.0,1216.0,111839.0,1262.0,170.2
2019-10-01 00:00:00,55.0,1209.0,117930.0,1288.0,170.2
2019-11-01 00:00:00,55.0,1196.0,114847.0,1258.0,170.2
2019-12-01 00:00:00,55.0,1205.0,117357.0,1278.0,170.2
2020-01-01 00:00:00,57.0,1242.0,125890.0,1355.0,178.5
2020-02-01 00:00:00,56.0,1233.0,117524.0,1308.0,178.5
2020-03-01 00:00:00,41.0,892.0,94550.0,1262.0,178.5
2020-04-01 00:00:00,30.0,659.0,44661.0,1039.0,178.5
2020-05-01 00:00:00,73.0,1597.0,72378.0,1266.0,178.5
2020-06-01 00:00:00,61.0,1328.0,104005.0,1340.0,178.5
2020-07-01 00:00:00,58.0,1268.0,118037.0,1403.0,178.5
2020-08-01 00:00:00,57.0,1246.0,123220.0,1371.0,178.5
2020-09-01 00:00:00,57.0,1240.0,122013.0,1343.0,178.5
2020-10-01 00:00:00,56.0,1218.0,102620.0,1373.0,178.5
2020-11-01 00:00:00,54.0,1176.0,83847.0,1258.0,178.5
2020-12-01 00:00:00,54.0,1188.0,109823.0,1333.0,178.5
2021-01-01 00:00:00,56.0,1233.0,112575.0,1345.0,178.5
2021-02-01 00:00:00,54.0,1186.0,109429.0,1271.0,178.5
2021-03-01 00:00:00,59.0,1299.0,132243.0,1474.0,178.5
2021-04-01 00:00:00,56.0,1239.0,132191.0,1400.0,178.5
2021-05-01 00:00:00,56.56,1253.0,77529.0,1377.0,178.5
2021-06-01 00:00:00,56.0,1232.0,77731.0,1343.0,178.5
2021-07-01 00:00:00,59.0,1311.0,116392.0,1471.0,178.5
2021-08-01 00:00:00,59.0,1310.0,94543.0,1427.0,178.5
2021-09-01 00:00:00,57.0,1259.0,86764.0,1358.0,178.5
2021-10-01 00:00:00,58.0,1295.0,123023.0,1435.0,178.5
2021-11-01 00:00:00,58.0,1280.0,123967.0,1375.0,178.5
2021-12-01 00:00:00,59.36,1315.0,131535.0,1440.0,178.5
2022-01-01 00:00:00,58.92,1318.0,130874.0,1456.0,178.5
2022-02-01 00:00:00,54.24,1214.0,118320.0,1313.0,178.5
2022-03-01 00:00:00,59.37,1317.0,136773.0,1432.0,178.5
2022-04-01 00:00:00,48.52,1086.0,114815.0,1255.0,178.5
2022-05-01 00:00:00,56.33,1261.0,99446.0,1381.0,178.5
2022-06-01 00:00:00,55.42,1240.0,61392.0,1338.0,178.5
2022-07-01 00:00:00,51.46,1151.0,43978.0,1317.0,178.5
2022-08-01 00:00:00,56.6,1267.0,43978.0,1339.0,178.5
2022-09-01 00:00:00,53.57,1199.0,43978.0,1316.0,178.5
2022-10-01 00:00:00,52.76,1170.0,43978.0,1309.0,178.5
2022-11-01 00:00:00,52.35,1161.0,43978.0,1249.0,178.5
2022-12-01 00:00:00,51.19,1136.0,43978.0,1235.0,178.5
2023-01-01 00:00:00,51.19,1127.0,43978.0,1223.84,178.5
2023-02-01 00:00:00,51.19,1057.5,43978.0,1163.79,178.5
2023-03-01 00:00:00,51.19,1211.98,43978.0,1354.95,178.5
2023-04-01 00:00:00,51.19,1120.58,43978.0,1256.5,178.5
2023-05-01 00:00:00,51.19,1245.83,43978.0,1352.84,178.5
2023-06-01 00:00:00,51.19,1215.86,43978.0,1291.07,178.5
2023-07-01 05:30:00,51.59961578500792,1190.373226900194,60281.197978278644,17617.543238369908,16502.337013996468
2023-07-31 05:30:00,56.504010301057065,1345.3345306564033,53900.18806071704,11291.388229358694,10175.331747791453
2023-08-30 05:30:00,43.85803996869894,1005.828137894706,22631.78560121009,-20215.589879910705,-21327.52950288125
2023-09-29 05:30:00,59.70452702647105,1415.25151280912,65939.7709154998,23461.781310196166,22343.83346946154
2023-10-29 05:30:00,44.81042275875436,1078.006702994634,30855.689060039047,-11969.811560590802,-13079.51046443365
2023-11-28 05:30:00,53.00316545602361,1236.1878439840311,28627.388564513312,-14034.97649001424,-15148.685860766334
2023-12-28 05:30:00,53.74573305856732,1292.1646595732163,59728.609987639225,17098.35790556575,15989.67571109271
2024-01-27 05:30:00,41.79428473541668,1015.6079493321133,19029.90925551891,-23816.846397353616,-24928.624207350298
2024-02-26 05:30:00,61.2589564868649,1457.9457854142975,48797.684772067034,6253.869906920048,5145.1109046975025
2024-03-27 05:30:00,43.577748995595584,1040.9901843197244,46495.20627156601,3677.9892272184406,2565.3408672829873
2024-04-26 05:30:00,56.09660900145825,1345.2627659180791,52578.0044003823,10013.054062130528,8901.807531625613
2024-05-26 05:30:00,52.55848423180649,1209.6399798517814,49056.600193715414,6338.3466947983525,5225.745943736102
