t,month-end-a-exchange-rates-monthly,monthly-average-exchange-rates-monthly,total-volume-of-real-time-gross-settlement-(rtgs)-transactions-monthly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,formal-private-sector-wage-rate-index(december-1978=100)(nominal)-monthly
2006-07-01 00:00:00,104.0,104.0,16534.0,631918970.0,73.1,1362.3
2006-08-01 00:00:00,102.6,103.8,16534.0,631918970.0,73.1,1362.3
2006-09-01 00:00:00,103.8,102.5,16534.0,631918970.0,73.1,1362.3
2006-10-01 00:00:00,107.3,105.6,16534.0,631918970.0,73.1,1362.3
2006-11-01 00:00:00,108.0,107.7,16534.0,631918970.0,73.1,1362.3
2006-12-01 00:00:00,107.7,107.9,16534.0,631918970.0,73.1,1375.3
2007-01-01 00:00:00,108.7,108.5,16534.0,631918970.0,74.8,1378.0
2007-02-01 00:00:00,108.7,108.7,16534.0,631918970.0,74.8,1378.1
2007-03-01 00:00:00,109.4,109.3,16534.0,631918970.0,74.8,1378.0
2007-04-01 00:00:00,110.2,109.4,16534.0,631918970.0,74.8,1378.0
2007-05-01 00:00:00,110.8,110.9,16534.0,631918970.0,74.8,1548.8
2007-06-01 00:00:00,111.4,111.0,16534.0,631918970.0,74.8,1817.6
2007-07-01 00:00:00,111.8,111.7,16534.0,631918970.0,76.5,1817.7
2007-08-01 00:00:00,113.1,112.1,16534.0,631918970.0,76.5,1817.7
2007-09-01 00:00:00,113.5,113.3,16534.0,631918970.0,76.5,1817.7
2007-10-01 00:00:00,111.4,113.1,16534.0,631918970.0,76.5,1817.7
2007-11-01 00:00:00,110.5,110.5,16534.0,631918970.0,76.5,1817.8
2007-12-01 00:00:00,108.7,109.1,16534.0,631918970.0,76.5,1817.9
2008-01-01 00:00:00,108.0,108.3,16534.0,631918970.0,78.2,1817.9
2008-02-01 00:00:00,107.9,107.9,16534.0,631918970.0,78.2,1819.6
2008-03-01 00:00:00,107.8,107.7,16534.0,631918970.0,78.2,2046.2
2008-04-01 00:00:00,107.9,107.8,16534.0,631918970.0,78.2,2046.2
2008-05-01 00:00:00,107.9,107.8,16534.0,631918970.0,78.2,2046.3
2008-06-01 00:00:00,107.7,107.8,16534.0,631918970.0,78.2,2046.3
2008-07-01 00:00:00,107.5,107.6,16534.0,631918970.0,82.6,2168.3
2008-08-01 00:00:00,107.8,107.8,16534.0,631918970.0,82.6,2168.3
2008-09-01 00:00:00,107.9,107.9,16534.0,631918970.0,82.6,2171.4
2008-10-01 00:00:00,109.4,108.1,16534.0,631918970.0,82.6,2171.4
2008-11-01 00:00:00,110.0,110.0,16534.0,631918970.0,82.6,2171.4
2008-12-01 00:00:00,113.1,111.4,16534.0,631918970.0,82.6,2171.4
2009-01-01 00:00:00,113.9,113.7,16534.0,631918970.0,87.2,2171.3
2009-02-01 00:00:00,114.3,113.9,16534.0,631918970.0,87.2,2171.3
2009-03-01 00:00:00,115.1,114.3,16534.0,631918970.0,87.2,2171.3
2009-04-01 00:00:00,120.1,117.4,16534.0,631918970.0,87.2,2171.3
2009-05-01 00:00:00,114.9,116.9,16534.0,631918970.0,87.2,2171.3
2009-06-01 00:00:00,114.9,114.9,16534.0,631918970.0,87.2,2171.4
2009-07-01 00:00:00,114.9,114.9,16534.0,631918970.0,87.2,2171.4
2009-08-01 00:00:00,114.8,114.9,16534.0,631918970.0,87.2,2171.5
2009-09-01 00:00:00,114.8,114.8,16534.0,631918970.0,87.2,2171.5
2009-10-01 00:00:00,114.8,114.8,16534.0,631918970.0,87.2,2171.5
2009-11-01 00:00:00,114.6,114.5,16534.0,631918970.0,90.6,2171.5
2009-12-01 00:00:00,114.4,114.3,16534.0,631918970.0,90.6,2171.5
2010-01-01 00:00:00,114.6,114.4,16534.0,631918970.0,90.6,2813.6
2010-02-01 00:00:00,114.4,114.5,17279.0,631918970.0,90.6,2813.8
2010-03-01 00:00:00,114.0,114.2,19826.0,631918970.0,90.6,2813.9
2010-04-01 00:00:00,114.0,113.9,18462.0,631918970.0,90.6,2813.7
2010-05-01 00:00:00,113.9,113.7,18659.0,631918970.0,90.6,2813.6
2010-06-01 00:00:00,113.5,113.6,20298.0,631918970.0,90.6,2813.8
2010-07-01 00:00:00,112.6,113.1,22650.0,631918970.0,90.6,2824.0
2010-08-01 00:00:00,112.7,112.4,22059.0,631918970.0,90.6,2935.2
2010-09-01 00:00:00,111.9,112.5,24095.0,631918970.0,90.6,2935.2
2010-10-01 00:00:00,111.7,111.8,23014.0,631918970.0,90.6,2935.4
2010-11-01 00:00:00,111.5,111.6,21033.0,631918970.0,90.6,2935.6
2010-12-01 00:00:00,111.0,111.1,22915.0,631918970.0,90.6,2935.7
2011-01-01 00:00:00,111.1,110.9,21747.0,631918970.0,96.7,2935.9
2011-02-01 00:00:00,110.8,111.0,18948.0,631918970.0,96.7,2936.1
2011-03-01 00:00:00,110.4,110.4,22771.0,631918970.0,96.7,2936.3
2011-04-01 00:00:00,109.9,110.3,19626.0,631918970.0,96.7,2936.3
2011-05-01 00:00:00,109.8,109.8,20166.0,631918970.0,96.7,2936.3
2011-06-01 00:00:00,109.6,109.6,23084.0,631918970.0,96.7,2936.4
2011-07-01 00:00:00,109.5,109.5,23166.0,631918970.0,96.7,2936.4
2011-08-01 00:00:00,109.9,109.8,24808.0,631918970.0,96.7,2936.4
2011-09-01 00:00:00,110.2,110.1,24227.0,631918970.0,96.7,2936.4
2011-10-01 00:00:00,110.1,110.2,22064.0,631918970.0,96.7,2936.4
2011-11-01 00:00:00,113.9,111.3,22796.0,631918970.0,96.7,2936.4
2011-12-01 00:00:00,113.9,113.9,23886.0,631918970.0,96.7,3653.9
2012-01-01 00:00:00,113.9,113.9,23593.0,631918970.0,100.0,3653.9
2012-02-01 00:00:00,121.1,117.2,22211.0,631918970.0,100.0,3662.4
2012-03-01 00:00:00,128.2,125.5,25274.0,631918970.0,100.0,3662.4
2012-04-01 00:00:00,130.8,128.7,21774.0,631918970.0,100.0,3662.5
2012-05-01 00:00:00,132.2,129.4,24554.0,631918970.0,100.0,3662.6
2012-06-01 00:00:00,133.3,132.0,23398.0,631918970.0,100.0,3662.7
2012-07-01 00:00:00,131.8,132.9,24132.0,631918970.0,100.0,3662.8
2012-08-01 00:00:00,132.4,132.1,23265.0,631918970.0,100.0,3662.9
2012-09-01 00:00:00,129.8,131.8,23504.0,631918970.0,100.0,3662.8
2012-10-01 00:00:00,130.0,129.1,25658.0,631918970.0,100.0,3662.8
2012-11-01 00:00:00,130.3,130.3,23378.0,631918970.0,100.0,3662.8
2012-12-01 00:00:00,127.2,128.3,23820.0,631918970.0,100.0,3662.9
2013-01-01 00:00:00,126.5,126.9,25943.0,631918970.0,103.4,3720.7
2013-02-01 00:00:00,127.5,126.7,22665.0,631918970.0,103.4,3732.0
2013-03-01 00:00:00,126.9,126.8,24303.0,631918970.0,103.4,3881.7
2013-04-01 00:00:00,126.8,126.0,25729.0,631918970.0,103.4,3889.8
2013-05-01 00:00:00,126.5,126.3,26419.0,631918970.0,104.9,3889.7
2013-06-01 00:00:00,130.0,127.8,24926.0,631918970.0,104.9,3889.9
2013-07-01 00:00:00,131.6,131.0,26879.0,631918970.0,108.2,3890.0
2013-08-01 00:00:00,133.1,131.8,24213.0,631918970.0,108.2,3890.0
2013-09-01 00:00:00,132.0,132.5,24531.0,660942320.0,106.6,3890.0
2013-10-01 00:00:00,131.0,131.1,27383.0,709459020.0,109.9,3890.0
2013-11-01 00:00:00,131.2,131.1,26136.0,735959360.0,109.9,3928.8
2013-12-01 00:00:00,130.8,130.8,27850.0,865779020.0,109.9,3938.1
2014-01-01 00:00:00,130.7,130.7,27966.0,850762400.0,115.3,3938.1
2014-02-01 00:00:00,131.0,130.8,22497.0,958083565.0,115.3,3938.1
2014-03-01 00:00:00,130.7,130.6,25786.0,1167029220.0,115.3,3938.1
2014-04-01 00:00:00,130.6,130.6,25019.0,1716020360.0,115.3,3938.1
2014-05-01 00:00:00,130.5,130.5,24920.0,1584427285.0,115.3,3938.2
2014-06-01 00:00:00,130.3,130.3,27019.0,1830238390.0,115.3,3938.2
2014-07-01 00:00:00,130.2,130.2,31169.0,3676833390.0,115.3,3938.3
2014-08-01 00:00:00,130.2,130.2,28464.0,3935267490.0,115.3,4099.2
2014-09-01 00:00:00,130.4,130.3,27538.0,4044201800.0,115.3,4099.2
2014-10-01 00:00:00,130.8,130.6,26957.0,4435438120.0,115.3,4127.1
2014-11-01 00:00:00,131.0,130.9,23194.0,4578760650.0,128.8,4127.0
2014-12-01 00:00:00,131.0,131.0,27411.0,6263574835.0,128.8,4127.0
2015-01-01 00:00:00,132.2,131.6,23528.0,5932977130.0,128.8,4127.0
2015-02-01 00:00:00,132.9,132.7,21719.0,5607227525.0,151.4,4127.2
2015-03-01 00:00:00,132.9,132.9,27249.0,6767091355.0,151.4,4127.0
2015-04-01 00:00:00,132.9,132.9,26558.0,7862127600.0,151.4,4126.9
2015-05-01 00:00:00,133.9,133.5,24802.0,6932597000.0,151.4,4127.0
2015-06-01 00:00:00,133.7,133.9,27661.0,6937447000.0,160.4,4127.0
2015-07-01 00:00:00,133.6,133.7,26986.0,7599584500.0,160.4,4127.1
2015-08-01 00:00:00,134.3,133.9,27046.0,7705311900.0,160.4,4127.1
2015-09-01 00:00:00,141.2,138.9,29656.0,7924340770.0,160.4,4127.1
2015-10-01 00:00:00,140.9,140.9,29802.0,8509831955.0,160.4,4127.1
2015-11-01 00:00:00,143.2,142.0,27389.0,8414201215.0,160.4,4126.8
2015-12-01 00:00:00,144.1,143.4,29838.0,10048612060.0,160.4,4127.9
2016-01-01 00:00:00,143.9,143.9,27500.0,9284554775.0,160.4,4128.0
2016-02-01 00:00:00,144.3,143.9,27235.0,9058749700.0,160.4,4127.9
2016-03-01 00:00:00,143.9,144.0,28998.0,11160229460.0,161.5,4127.7
2016-04-01 00:00:00,143.9,143.9,29965.0,15022525070.0,160.8,4127.6
2016-05-01 00:00:00,145.8,145.7,30033.0,13638016749.23,160.8,4127.8
2016-06-01 00:00:00,145.3,145.3,32800.0,14598213625.01,160.8,4127.9
2016-07-01 00:00:00,145.75,145.41,30388.0,15739802585.01,160.8,4128.2
2016-08-01 00:00:00,145.62,145.6,34215.0,15973770040.0,160.8,4128.1
2016-09-01 00:00:00,146.72,145.78,32173.0,15990988380.0,160.8,4127.9
2016-10-01 00:00:00,147.11,146.87,31944.0,17033851715.0,160.8,4127.9
2016-11-01 00:00:00,147.95,147.77,31029.0,16627673730.0,160.8,4128.0
2016-12-01 00:00:00,149.8,148.9,29711.0,19983619395.0,160.8,4128.1
2017-01-01 00:00:00,150.24,150.09,31178.0,18239859555.0,160.8,4128.3
2017-02-01 00:00:00,151.25,150.82,28253.0,16811008335.0,160.8,4128.4
2017-03-01 00:00:00,151.74,151.43,35577.0,21372309445.0,160.8,4128.4
2017-04-01 00:00:00,151.9,151.76,27733.0,23251775470.0,160.8,4128.4
2017-05-01 00:00:00,152.5,152.33,31767.0,20402413750.0,160.8,4128.5
2017-06-01 00:00:00,153.51,152.83,31709.0,21082534605.0,160.8,4128.6
2017-07-01 00:00:00,153.73,153.67,33247.0,22396878395.0,160.8,4128.7
2017-08-01 00:00:00,152.84,153.19,33219.0,22951088335.0,160.8,4128.6
2017-09-01 00:00:00,153.1,152.9,29058.0,22729317030.0,160.8,4128.6
2017-10-01 00:00:00,153.59,153.53,31384.0,23690255160.0,160.8,4128.7
2017-11-01 00:00:00,153.77,153.66,32565.0,23968585830.0,160.8,4128.9
2017-12-01 00:00:00,152.85,153.15,31622.0,28736837640.0,160.8,4129.0
2018-01-01 00:00:00,153.77,153.8,32301.0,25624348125.0,161.0,4129.0
2018-02-01 00:00:00,154.87,154.86,30204.0,23443478600.0,161.0,4128.9
2018-03-01 00:00:00,155.97,155.73,34531.0,28218530500.0,161.0,4128.7
2018-04-01 00:00:00,157.65,156.14,31663.0,29482409100.0,161.0,4128.6
2018-05-01 00:00:00,158.09,157.9,33871.0,26566942700.0,161.0,4128.6
2018-06-01 00:00:00,158.26,159.07,31411.0,27173317100.0,161.0,4128.7
2018-07-01 00:00:00,159.71,159.34,32434.0,28757215500.0,161.0,4128.9
2018-08-01 00:00:00,161.47,160.35,35982.0,29449910000.0,161.0,4160.1
2018-09-01 00:00:00,169.24,164.42,31970.0,29765147400.0,161.0,4159.9
2018-10-01 00:00:00,174.38,171.22,38127.0,30485229000.0,161.0,4213.6
2018-11-01 00:00:00,179.67,176.85,35446.0,29977356200.0,161.0,4213.6
2018-12-01 00:00:00,182.75,180.1,37260.0,35796658300.0,161.0,4213.9
2019-01-01 00:00:00,179.88,182.13,40047.0,33368942100.0,162.2,4213.9
2019-02-01 00:00:00,179.8,178.73,34036.0,28842402300.0,162.2,4281.0
2019-03-01 00:00:00,176.13,178.43,37969.0,34833040552.0,162.2,4281.0
2019-04-01 00:00:00,175.46,174.8,36659.0,34280709900.0,162.2,4280.9
2019-05-01 00:00:00,176.41,176.44,37802.0,32500674500.0,162.2,4281.0
2019-06-01 00:00:00,176.54,176.59,34288.0,33535043100.0,162.2,4281.1
2019-07-01 00:00:00,176.24,175.99,37788.0,35566984900.0,170.2,4281.1
2019-08-01 00:00:00,180.72,177.97,33907.0,37126755000.0,170.2,4281.2
2019-09-01 00:00:00,181.93,180.78,33910.0,35742417949.0,170.2,4281.2
2019-10-01 00:00:00,181.6,181.45,35814.0,38317526900.0,170.2,4281.3
2019-11-01 00:00:00,180.43,180.37,31604.0,37283130200.0,170.2,4281.4
2019-12-01 00:00:00,181.63,181.25,34067.0,43769005200.0,170.2,4281.5
2020-01-01 00:00:00,181.59,181.4,35485.0,41933604500.0,178.5,4281.8
2020-02-01 00:00:00,181.81,181.56,32884.0,40820845900.0,178.5,4281.9
2020-03-01 00:00:00,188.62,185.06,30099.0,37107296000.0,178.5,4281.9
2020-04-01 00:00:00,192.85,193.09,26874.0,32738889600.0,178.5,4281.9
2020-05-01 00:00:00,186.29,187.87,29704.0,36552824700.0,178.5,4281.9
2020-06-01 00:00:00,186.23,185.95,37000.0,41202725200.0,178.5,4282.0
2020-07-01 00:00:00,185.68,185.85,38492.0,46126588400.0,178.5,4282.0
2020-08-01 00:00:00,186.16,184.89,32727.0,45924873600.0,178.5,4282.0
2020-09-01 00:00:00,185.52,185.03,35521.0,46535987800.0,178.5,4282.0
2020-10-01 00:00:00,184.28,184.44,31910.0,45884344800.0,178.5,4282.1
2020-11-01 00:00:00,184.96,184.79,32341.0,40444236300.0,178.5,4282.2
2020-12-01 00:00:00,186.41,187.18,34169.0,51629295200.0,178.5,4282.2
2021-01-01 00:00:00,194.39,190.49,31708.0,51142790100.0,178.5,4282.4
2021-02-01 00:00:00,194.01,194.07,31211.0,47861560700.0,178.5,4282.4
2021-03-01 00:00:00,199.04,196.98,39542.0,56967951800.0,178.5,8020.7
2021-04-01 00:00:00,199.54,197.42,33708.0,60347040600.0,178.5,8020.6
2021-05-01 00:00:00,199.5,199.58,31155.0,44677589000.0,178.5,8020.7
2021-06-01 00:00:00,201.14,199.82,35562.0,47283157700.0,178.5,8020.8
2021-07-01 00:00:00,199.9,199.98,37234.0,57900267400.0,178.5,8021.0
2021-08-01 00:00:00,210.0,200.5,38482.0,52591007000.0,178.5,8192.5
2021-09-01 00:00:00,199.99,201.99,39417.0,51966813500.0,178.5,8192.5
2021-10-01 00:00:00,201.87,201.09,38561.0,64063404400.0,178.5,8193.1
2021-11-01 00:00:00,202.05,201.86,42356.0,62052395800.0,178.5,8193.4
2021-12-01 00:00:00,200.43,201.4,50892.0,74113185900.0,178.5,8193.8
2022-01-01 00:00:00,201.19,201.46,41327.0,70894841800.0,178.5,8194.4
2022-02-01 00:00:00,201.06,201.74,40278.0,66703414600.0,178.5,8194.8
2022-03-01 00:00:00,299.0,255.81,50693.0,83809593500.0,178.5,8194.9
2022-04-01 00:00:00,341.85,319.44,47111.0,83637525000.0,178.5,8195.3
2022-05-01 00:00:00,360.76,358.94,49623.0,75194617100.0,178.5,8196.7
2022-06-01 00:00:00,359.88,360.24,53708.0,81177920700.0,178.5,8198.2
2022-07-01 00:00:00,360.8,360.87,55255.0,88084177000.0,178.5,8200.1
2022-08-01 00:00:00,361.15,361.0,64005.0,91560177200.0,178.5,8201.1
2022-09-01 00:00:00,362.9,362.38,63867.0,89053464300.0,178.5,8201.5
2022-10-01 00:00:00,363.3,363.15,55775.0,92210955400.0,178.5,8201.9
2022-11-01 00:00:00,363.19,363.39,58387.0,89086279100.0,178.5,8201.9
2022-12-01 00:00:00,363.11,363.17,58704.0,101530562700.0,178.5,8201.8
2023-01-01 00:00:00,362.14,362.42,55867.0,93362687500.0,178.5,8201.8
2023-02-01 00:00:00,361.63,361.98,54334.0,89776488500.0,178.5,8202.0
2023-03-01 00:00:00,327.29,329.47,62487.0,103388763300.0,178.5,8239.1
2023-04-01 00:00:00,321.65,321.42,46821.0,106762471900.0,178.5,8239.1
2023-05-01 00:00:00,295.52,310.16,56429.0,98114174600.0,178.5,8238.8
2023-06-01 00:00:00,308.83,301.26,54409.0,100089490700.0,178.5,8239.0
2023-07-01 00:00:00,329.36,319.29,55446.0,103722208800.0,178.5,8239.1
2023-08-01 00:00:00,322.66,321.58,53678.0,106308876100.0,178.5,8239.0
2023-09-01 00:00:00,324.45,322.77,49183.0,102788311800.0,178.5,8238.8
2023-10-01 00:00:00,327.38,324.73,57186.0,105714853300.0,178.5,8239.0
2023-11-01 00:00:00,329.04,328.25,57186.0,105714853300.0,178.5,8239.0
2023-12-01 00:00:00,323.92,328.25,57186.0,105714853300.0,178.5,8239.0
2024-01-01 05:30:00,327.13067823914133,337.67428456095524,49722.17705162465,107421194867.21182,1706341749.5611115,1706351366.727281
2024-02-01 05:30:00,314.8477124645007,311.65243488843805,60638.142564412025,97835665041.83282,-7879188079.001206,-7879181208.3488655
2024-03-03 05:30:00,343.4575845934237,355.61675109889893,64752.11077002516,108249118356.45459,2534265235.2793894,2534273424.8226953
2024-04-03 05:30:00,330.6443468426657,343.97368871439926,52980.71191463282,116061210869.78119,10346357748.687798,10346366727.71239
2024-05-04 05:30:00,324.0527540468954,332.0575711665016,56874.36606837569,98770729692.5316,-6944123424.797085,-6944116239.793462
2024-06-04 05:30:00,328.07212093969736,331.2999467045948,57531.43776657836,101514079015.8152,-4200774104.879049,-4200765438.100053
2024-07-05 05:30:00,314.95611683028903,314.8994965818582,63036.870383381785,116287202777.64973,10572349655.546932,10572357586.30667
2024-08-05 05:30:00,321.2954817632179,325.07792152825937,54785.520528096815,108185268390.46095,2470415267.510687,2470423117.4814296
2024-09-05 05:30:00,319.9804334229342,318.8536027249385,55901.97591386567,95901620088.20328,-9813233030.343004,-9813224749.25544
2024-10-06 05:30:00,323.7310675024746,327.43623896955296,56454.76847447962,113749208174.1095,8034355053.299822,8034362666.661778
2024-11-06 05:30:00,330.40236630837757,336.2463555646204,59326.34125102232,104366945615.96957,-1347907505.5725856,-1347899727.1557615
2024-12-07 05:30:00,329.48665577436594,340.14459984746657,58140.60203074176,109487858393.13121,3773005270.8206983,3773014020.972138
